# 国家地名信息库·外国地名
# https://dmfw.mca.gov.cn/foreign.html
#
# 删除：
# 凡以此词居首的柬埔寨地名，概从Kâmpóng一栏检索。 Kompong，
#
# chineseName	countries	foreignName	romanAlphabet

弗林讷湖	丹麦		Flynder Sø
弗罗	丹麦		Vrå
弗莱克比约	丹麦		Flakkebjerg
弗莱姆勒瑟	丹麦		Flemløse
弗莱斯河	丹麦		Fladså
弗莱泽湖	丹麦		Flade Sø
弗赖莱乌	丹麦		Frejlev
弗里斯泰兹	丹麦		Vridsted
弗里斯特	丹麦		Vrist
弗雷森岛	丹麦		Vresen
弗雷登斯堡	丹麦		Fredensborg
彻灵	丹麦		Tjørring
彼泽斯堡	丹麦		Pedersborg
德兰图姆	丹麦		Drantum
德勒瑟尔比约	丹麦		Drøsselbjerg
德拉厄	丹麦		Dragør
德拉斯楚普	丹麦		Dragstrup
德斯楚普	丹麦		Døstrup
德罗比	丹麦		Dråby
德赖岛	丹麦		Drejø
德赖比	丹麦		Dræby
德龙宁隆	丹麦		Dronninglund
恩厄斯旺	丹麦		Engesvang
恩斯莱乌	丹麦		Ønslev / Enslev
恩讷莱沃	丹麦		Endelave
拉丁	丹麦		Lading
拉努姆	丹麦		Ranum
拉姆辛	丹麦		Ramsing
拉斯克默勒	丹麦		Raskmølle
拜克	丹麦		Bække / Bæk
拜克马克斯布罗	丹麦		Bækmarksbro
拜卢姆	丹麦		Bælum
措勒比	丹麦		Toreby
措夫特隆	丹麦		Toftlund
措宁	丹麦		Torning
措尔讷	丹麦		Tolne
措恩比	丹麦		Tornby
措拜克	丹麦		Tårbæk
措斯	丹麦		Tårs
措斯楚斯	丹麦		Tåstrup
措斯艾厄	丹麦		Thorsager
措瑟	丹麦		Thorsø
措辛厄岛	丹麦		Tåsinge
措里尔	丹麦		Torrild
文	丹麦		Veng
文叙瑟尔（地区）	丹麦		Vendsyssel
文布	丹麦		Vemb
文泰	丹麦		Vented
文讷	丹麦		Venø
文讷比约	丹麦		Vennebjerg
文讷湾	丹麦		Venø Bugt
斯万宁厄	丹麦		Svanninge
斯克	丹麦		Skjød
斯克勒伯莱乌	丹麦		Skrøbelev
斯克吕斯楚普	丹麦		Skrydstrup
斯克平	丹麦		Skørping
斯克斯楚普	丹麦		Skødstrup
斯克灵厄	丹麦		Skørringe
斯克赖姆	丹麦		Skræm
斯内乌姆河	丹麦		Sneum Å
斯内克斯滕	丹麦		Snekkersten
斯凯勒鲁普	丹麦		Skjellerup
斯凯尔克	丹麦		Skælskør
斯凯尔岛	丹麦		Skalø
斯凯尔德	丹麦		Skelde
斯凯尔斯	丹麦		Skais
斯凯尔斯河	丹麦		Skais Å
斯凯尔比	丹麦		Skelby
斯凯尔赫耶	丹麦		Skelhøje
斯凯恩	丹麦		Skjern
斯凯恩河	丹麦		Skjern Å
斯凯斯特	丹麦		Skast
斯凯沃	丹麦		Skave
斯凯灵恩半岛	丹麦		Skallingen
斯凯里尔	丹麦		Skarrild
斯凯隆	丹麦		Skelund
斯利明厄	丹麦		Slimminge
斯劳利勒	丹麦		Slaglille
斯劳厄尔瑟	丹麦		Slagelse
斯卡岛	丹麦		Skarø
斯卡恩	丹麦		Skagen
斯唐斯角	丹麦		Stavnshoved
斯图伯克宾	丹麦		Stubbekøbing
斯图伯湖	丹麦		Stubbe Sø
斯图斯高	丹麦		Studsgård
斯坎比	丹麦		Skamby
斯坎灵斯班克山	丹麦		Skamlingsbanke
斯坎讷鲁普	丹麦		Skannerup
斯基伯特	丹麦		Skibet
斯基宾厄	丹麦		Skibinge
斯基布斯泰兹湾	丹麦		Skibsted Fd.
斯基比	丹麦		Skibby
斯基比尔	丹麦		Skibbild
斯基沃	丹麦		Skive
斯基沃湾	丹麦		Skive Fd.
斯塔克罗厄	丹麦		Stakroge
斯塔比	丹麦		Staby
斯塔迪尔	丹麦		Stadil
斯塔迪尔湖	丹麦		Stadil Fd.
斯帕凯	丹麦		Sparkær
斯托克马克	丹麦		Stokkemarke
斯托比	丹麦		Stouby
斯托沃勒	丹麦		Storvorde
斯托河	丹麦		Storå
斯托海峡州	丹麦		Storstrøm Amtskommune
斯托霍尔姆	丹麦		Stoholm
斯文堡	丹麦		Svendborg
斯文堡州	丹麦		Svendborg Co.
斯文堡海峡	丹麦		Svendborg Sd.
斯文斯楚普	丹麦		Svenstrup
斯普罗岛	丹麦		Sprogø
斯朗厄鲁普	丹麦		Slangerup
斯楚厄	丹麦		Struer
斯沃厄斯莱乌	丹麦		Svogerslev
斯波斯比约	丹麦		Spodsbjerg
斯泰厄	丹麦		Stege
斯泰厄湾	丹麦		Stege Bugt
斯泰尼尔	丹麦		Stenild
斯泰平	丹麦		Stepping
斯泰温斯（地区）	丹麦		Stevns
斯温丁厄	丹麦		Svindinge
斯温宁厄	丹麦		Svinninge
斯滕利勒	丹麦		Stenlille
斯滕勒瑟	丹麦		Stenløse
斯滕斯楚普	丹麦		Stenstrup
斯滕比约	丹麦		Stenbjerg
斯滕瓦	丹麦		Stenvad
斯滕讷鲁普	丹麦		Stenderup
斯滕霍伊	丹麦		Stenhøj
斯潘泽	丹麦		Spandet
斯特乌灵	丹麦		Støvring
斯特兰比	丹麦		Strandby
斯特勒莱乌	丹麦		Strellev
斯特林讷	丹麦		Strynø
斯特里布	丹麦		Strib
斯珀灵	丹麦		Spørring
斯瓦勒鲁普	丹麦		Svallerup
斯瓦讷克	丹麦		Svaneke
斯皮亚尔	丹麦		Spjald
斯科兹堡	丹麦		Skodborg
斯科尔堡	丹麦		Skjoldborg
斯科尔角	丹麦		Skjoldnæs
斯科斯伯尔	丹麦		Skodsbøl
斯科斯堡	丹麦		Skodsborg
斯米斯楚普	丹麦		Smidstrup
斯考巴勒	丹麦		Skovballe
斯考比	丹麦		Skovby
斯考隆	丹麦		Skovlund
斯莱特斯特兰	丹麦		Sléttestrand
斯莱特角	丹麦		Sletterhage
斯蒂灵	丹麦		Stilling
斯诺勒莱乌	丹麦		Snoldelev
斯诺泽	丹麦		Snøde
斯诺霍伊	丹麦		Snoghøj
斯金讷鲁普	丹麦		Skinnerup
斯陶勒斯角	丹麦		Stavreshoved
斯陶宁	丹麦		Stavning
斯韦堡	丹麦		Sværdborg
方厄尔	丹麦		Fangel
日德兰半岛	丹麦		Jylland / [Jutland] Jylland
旧斯卡恩	丹麦		Gammel Skagen
昂斯莱乌	丹麦		Avnslev
普赖斯特	丹麦		Præstø
普赖斯特州（旧）	丹麦		Præstø Co.
普赖斯特布罗	丹麦		Præstbro
普赖斯特湾	丹麦		Præstø Fd.
曲半岛	丹麦		Thy
曲尔斯楚普	丹麦		Tylstrup
曲布林湾	丹麦		Tybrind Vig
曲斯楚普	丹麦		Tystrup
曲斯泰兹	丹麦		Tyrsted
曲比约	丹麦		Tybjerg
曹劳	丹麦		Taulov
朗利岛	丹麦		Langli
朗厄	丹麦		Langør
朗厄兰岛	丹麦		Langeland
朗厄兰海峡	丹麦		Langelands Bælt
朗厄斯考	丹麦		Langeskov
朗厄水道	丹麦		Langerak
朗厄湖	丹麦		Langesø
朗基勒	丹麦		Ravnkilde
朗奥	丹麦		Langå
朗岛	丹麦		Langø
朗斯楚普	丹麦		Rangstrup
朗斯考	丹麦		Langskov
杜鲁普	丹麦		Durup
杭代尔	丹麦		Havndal
杭斯楚普	丹麦		Havnstrup
杭比约	丹麦		Havnbjerg
杭瑟	丹麦		Havnsø
杭讷比	丹麦		Havneby
松斯	丹麦		Sunds
松斯楚普	丹麦		Sundstrup
松比	丹麦		Sundby
松讷沃半岛	丹麦		Sundeved
林克努	丹麦		Lindknud
林克奈斯	丹麦		Rinkenæs
林基克	丹麦		Rind Kirke
林杜姆	丹麦		Lindum
林比	丹麦		Rindby / Lyndby
林登堡河	丹麦		Lindenborg Å
林讷	丹麦		Linde
林讷尔瑟	丹麦		Lindelse
林霍尔姆岛	丹麦		Lindholm
林韦	丹麦		Lindved
栋斯隆	丹麦		Donslund
根措夫特	丹麦		Gentofte
根纳	丹麦		Genner
格丁	丹麦		Gørding
格伦斯楚普湖	丹麦		Glenstrup Sø
格伦比约	丹麦		Grønbjerg
格伦河	丹麦		Grønå
格伦海峡	丹麦		Grønsund
格伦霍伊	丹麦		Grønhøj
格兰勒瑟	丹麦		Grandløse
格兰厄	丹麦		Grænge
格兰岛	丹麦		Glænø
格劳巴勒	丹麦		Grauballe
格劳莱乌	丹麦		Gravlev
格勒瑟	丹麦		Gørløse
格卢	丹麦		Glud
格卢姆瑟	丹麦		Glumsø
格卢斯泰兹	丹麦		Gludsted
格尔	丹麦		Gjøl
格尔斯楚普	丹麦		Gølstrup
格尼本角	丹麦		Gniben
格拉姆	丹麦		Gram
格拉姆斯比约	丹麦		Glamsbjerg
格林斯泰兹	丹麦		Grindsted
格林讷斯莱乌	丹麦		Grinderslev
格楚普	丹麦		Gøttrup
格洛斯楚普	丹麦		Glostrup
格灵厄勒	丹麦		Glyngøre
格罗斯滕	丹麦		Gråsten
格罗水道	丹麦		Grådyb
格罗沃基克	丹麦		Grove Kirke
格莱乌	丹麦		Gørlev
格莱斯堡	丹麦		Glesborg
格莱比约	丹麦		Glejbjerg
格赖斯楚普	丹麦		Grædstrup
格赖斯泰兹	丹麦		Græsted
格里姆斯楚普	丹麦		Grimstrup
格雷嫩角	丹麦		Grenen
格雷斯特布罗	丹麦		Gredstedbro
格雷温厄	丹麦		Grevinge
格雷讷	丹麦		Grene
格雷诺	丹麦		Grenå
格鲁普	丹麦		Gjørup
桑比	丹麦		Sandby
桑沃	丹麦		Sandved
桑维	丹麦		Sandvig
桑艾厄	丹麦		Sandager
桑讷特	丹麦		Sandet
梅尔比	丹麦		Melby
梅尔霍尔特	丹麦		Melholt
梅恩	丹麦		Mern
梅辛厄	丹麦		Mesinge
森厄勒瑟	丹麦		Sengeløse
森讷堡	丹麦		Sønderborg
森讷堡湾	丹麦		Sønderborg Bagt
森讷尔斯	丹麦		Sennels
森讷瑟	丹麦		Søndersø
楚勒伯勒	丹麦		Tullebløle
楚厄尔斯湖	丹麦		Tuelsø
楚尔岛	丹麦		Thurø
楚尔斯楚普	丹麦		Tulstrup
楚斯楚普	丹麦		Trustrup
楚泽河	丹麦		Tude Å
楚瑟	丹麦		Tuse
楚讷	丹麦		Tune
楚鲁普	丹麦		Turup
欣斯霍尔姆半岛	丹麦		Hindsholm
欣讷鲁普	丹麦		Hinnerup
欧勒	丹麦		Oure
欧登塞	丹麦		Odense
欧登塞湾	丹麦		Odense Fd.
欧登塞郡	丹麦		Odense Co.
武斯特	丹麦		Vust
比克勒	丹麦		Birkerød
比克尔瑟	丹麦		Birkelse
比克莱乌	丹麦		Birkelev
比勒鲁普	丹麦		Bylderup
比卢姆	丹麦		Billum
比尔山	丹麦		Bulbjerg
比尔斯泰兹	丹麦		Biersted
比斯莱乌	丹麦		Bislev
比格霍尔姆河	丹麦		Bygholm Å
比约恩斯霍尔姆河	丹麦		Bjørnsholm Å
比约恩斯霍尔姆湾	丹麦		Bjørnsholm Bugt
比约恩角	丹麦		Bjørnsknude
比耶斯泰兹	丹麦		Bjergsted
比耶比	丹麦		Bjergby
比耶沃斯考	丹麦		Bjæverskov
比耶灵布罗	丹麦		Bjerringbro
比隆	丹麦		Billund
比鲁姆	丹麦		Byrum
毛伯勒	丹麦		Majbølle
毛勒比	丹麦		Magleby
毛勒霍伊斯特兰德	丹麦		Maglehöjstrand
毛斯楚普	丹麦		Magstrup
汉宁	丹麦		Hanning
汉斯泰兹	丹麦		Hansted
汉斯特霍尔姆港	丹麦		Hanstholm Havn
汉讷斯特	丹麦		Handest
沃厄	丹麦		Voer
沃厄索	丹麦		Voerså
沃厄莱泽高	丹麦		Voerladegård
沃宁	丹麦		Vorning
沃尔	丹麦		Voel
沃尔丁堡	丹麦		Vordingborg
沃尔斯楚普	丹麦		Volstrup
沃尔杜姆	丹麦		Voldum
沃尔比	丹麦		Voldby
沃尔瑟	丹麦		Vålse
沃巴瑟	丹麦		Vorbasse
沃延斯	丹麦		Vojens
沃戈	丹麦		Vorgod
沃斯特	丹麦		Vårst
沃斯考	丹麦		Vodskov
沃本斯泰兹	丹麦		Våbensted
沃根西尔	丹麦		Vognsild
沃泽	丹麦		Vodder
沃鲁普	丹麦		Vorup
法伊岛	丹麦		Fejø
法伦勒瑟	丹麦		Farendløse
法克瑟	丹麦		Fakse
法克瑟莱泽普拉斯	丹麦		Fakse Ladeplads
法尔斯特岛	丹麦		Falster
法岛	丹麦		Farø
法斯特	丹麦		Faster
法斯特霍尔特	丹麦		Fasterholt
法灵	丹麦		Falling
法瑟	丹麦		Farsø
法罗群岛	丹麦		Føroyar / Fœrøerne / Faerøerne [Faeroe Is.]
法里斯	丹麦		Farris
洛乌	丹麦		Lov
洛兰岛	丹麦		Lolland
洛夫特	丹麦		Loft
洛斯比	丹麦		Låsby
洛海尔斯	丹麦		Lohals
洪堡	丹麦		Hundborg
洪布勒	丹麦		Humble
洪斯楚普	丹麦		Hunstrup
洪斯隆	丹麦		Hundslund
洪讷斯泰兹	丹麦		Hundested
洪讷鲁普	丹麦		Hunderup
海乌灵河	丹麦		Hevring Å
海伦德鲁普	丹麦		Hallendrup
海勒拜克	丹麦		Hellebæk
海勒斯泰兹	丹麦		Herrested / Hellested
海勒比河	丹麦		Halleby Å
海勒瓦	丹麦		Hellevad
海勒鲁普	丹麦		Hellerup
海卢夫毛勒	丹麦		Herlufmagle
海卢姆	丹麦		Hellum
海姆	丹麦		Hem
海宁	丹麦		Herning
海尔	丹麦		Hald
海尔克	丹麦		Halk
海尔夫里门	丹麦		Halvrimmen
海尔奈斯	丹麦		Helnæs
海尔奈斯湾	丹麦		Helnæs Bugt
海尔斯	丹麦		Hejls / Hals
海尔斯半岛	丹麦		Halsnæs
海尔斯明讷	丹麦		Hejlsminde
海尔杜姆	丹麦		Haldum
海尔湖	丹麦		Hald Sø
海尔艾厄利勒	丹麦		Haldagerlille
海尔贝斯考	丹麦		Helberskov
海弗尔厄	丹麦		Herfølge
海恩斯维	丹麦		Hejnsvig
海斯勒	丹麦		Hasle
海斯滕	丹麦		Hadsten
海斯特角	丹麦		Hestehoved
海斯艾厄	丹麦		Hejsager
海斯莱乌	丹麦		Herslev / Haslev
海斯马克	丹麦		Hasmark
海曾	丹麦		Heden
海曾斯泰兹	丹麦		Hedensted
海松	丹麦		Hadsund
海森瑟角	丹麦		Hassensør
海沃斯莱乌	丹麦		Haverslev
海瑟尔岛	丹麦		Hesselø
海瑟尔艾厄	丹麦		Hesselager
海索姆	丹麦		Hersom
海莱乌	丹麦		Herlev
海辛	丹麦		Hassing
海里茨莱乌	丹麦		Herritslev
海隆	丹麦		Hallund
海隆拜克	丹麦		Hallundbæk
海默	丹麦		Hemmed
海默特	丹麦		Hemmet
温	丹麦		Vind
温丁	丹麦		Vinding
温丁厄	丹麦		Vindinge
温克尔	丹麦		Vinkel
温勒瑟	丹麦		Undløse
温布莱斯	丹麦		Vindblæs
温讷斯泰兹	丹麦		Understed
温讷斯莱乌	丹麦		Vinderslev
温讷比	丹麦		Vindeby
温讷鲁普	丹麦		Vinderup / Underup
灵克宾	丹麦		Ringkøbing
灵克宾州	丹麦		Ringkøbing Amtskommune
灵厄	丹麦		Ringe / Lynge
灵斯	丹麦		Lyngs
灵斯泰兹	丹麦		Ringsted
灵比	丹麦		Lyngby
灵比河	丹麦		Lyngbygd Å
灵索	丹麦		Lyngså
灿尼斯比	丹麦		Tannisby
灿尼斯湾	丹麦		Tannis Bugt
灿斯莱特	丹麦		Tandslet
灿讷鲁普	丹麦		Tanderup
熊岛	丹麦		Bjørnø
玛丽艾厄	丹麦		Mariager
班霍尔姆	丹麦		Bandholm
瑙尔	丹麦		Navr
瑟比毛勒	丹麦		Sørbymagle
瑟温	丹麦		Søvind
瑟瓦	丹麦		Sørvad
瑟鲁普	丹麦		Sørup
瓦伊勒	丹麦		Veilø
瓦伊厄斯	丹麦		Vejers
瓦伊厄斯莱乌	丹麦		Vejerslev
瓦伊尔比	丹麦		Vejlby
瓦伊岛	丹麦		Vejrø
瓦伊恩	丹麦		Vejen
瓦伊斯楚普	丹麦		Vejstrup
瓦伊比	丹麦		Vejby
瓦伊霍伊山	丹麦		Vejrhøj
瓦伊高	丹麦		Vejgård
瓦伊鲁普	丹麦		Vejrup
瓦伦斯韦	丹麦		Vallensved
瓦勒比	丹麦		Valløby
瓦埃勒	丹麦		Vejle
瓦埃勒州	丹麦		Vejle Amtskommune
瓦埃勒湾	丹麦		Vejle Fd.
瓦奈斯	丹麦		Varnæs
瓦姆	丹麦		Hvam
瓦姆德鲁普	丹麦		Vamdrup
瓦尔斯高	丹麦		Valsgård
瓦尔普松	丹麦		Hvalpsund
瓦尔普水道	丹麦		Hvalp Sd.
瓦杜姆	丹麦		Vadum
甘德鲁普	丹麦		Gandrup
盖尔斯河	丹麦		Gelså
盖尔斯泰兹	丹麦		Gelsted
盖恩	丹麦		Gjern
盖斯楚普	丹麦		Gadstrup
盖斯泰兹	丹麦		Gadsted
盖斯滕	丹麦		Gesten
盖楚普	丹麦		Gettrup
盖河	丹麦		Gerå
盖泽斯比	丹麦		Gedesby
盖瑟	丹麦		Gedser
盖莱乌	丹麦		Gjerlev / Gerlev
盖里尔	丹麦		Gjerrild
福勒	丹麦		Fole / Fåre
福勒瓦伊勒	丹麦		Fårevejle
福卢姆	丹麦		Fovlum
福堡	丹麦		Fåborg
福尔丁	丹麦		Folding
福尔丁布罗	丹麦		Foldingbro
福德比	丹麦		Fodby
福斯楚普	丹麦		Fogstrup
福旺	丹麦		Fârvang
福胡斯	丹麦		Fårhus
福角	丹麦		Fornæs
福霍尔特	丹麦		Favrholt
科伯鲁普	丹麦		Kobberup
科努姆	丹麦		Kornum
科姆德鲁普	丹麦		Komdrup
科尔比	丹麦		Koldby / Kolby
科斯岛	丹麦		Korsholm
科斯特	丹麦		Koster
科斯角	丹麦		Korshage
科林	丹麦		Kolind
科林特	丹麦		Korinth
科灵	丹麦		Kolding
科班克	丹麦		Kobanke
科瑟	丹麦		Korsør
科隆	丹麦		Kollund
穆尔比约	丹麦		Muldbjerg
穆斯岛	丹麦		Musholm
穆瑟	丹麦		Musse
策勒瑟	丹麦		Tølløse
策灵	丹麦		Tørring
策默比湖	丹麦		Tømmerby Fd.
索勒	丹麦		Sorø
索尔比约湖	丹麦		Solbjerg Sø
索策	丹麦		Sortsø
约凯尔	丹麦		Hjordkær
约勒瑟	丹麦		Jordløse
约布罗河	丹麦		Jordbro Å
约德鲁普	丹麦		Jordrup
约桑岛	丹麦		Jordsand
约灵	丹麦		Hjørring
约灵州（旧）	丹麦		Hjørring Amtskommune
约特	丹麦		Hjortø
约茨旺	丹麦		Hjortsvang
约茨霍伊	丹麦		Hjortshøj
约隆	丹麦		Hjøllund
纳克斯考	丹麦		Nakskov
维	丹麦		Vig
维丁	丹麦		Hviding
维乌夫	丹麦		Viuf
维克隆	丹麦		Virklund
维兹比约	丹麦		Hvidbjerg
维兹河	丹麦		Vidå
维勒	丹麦		Vile
维厄莫瑟	丹麦		Viemose
维堡	丹麦		Viborg
维堡州	丹麦		Viborg Amtskommune
维塔普	丹麦		Vittarp
维尔斯	丹麦		Vils
维尔斯泰兹	丹麦		Vilsted / Hvilsted
维尔斯艾厄	丹麦		Hvilsager
维尔斯莱乌	丹麦		Vilslev
维尔比约	丹麦		Vildbjerg
维尔海峡	丹麦		Vilsund
维尔索姆	丹麦		Hvilsom
维斯京厄	丹麦		Viskinge
维斯堡	丹麦		Visborg
维斯措夫特	丹麦		Vistoft
维斯楚普	丹麦		Vidstrup
维斯比	丹麦		Visby
维森比约	丹麦		Vissenbjerg
维比	丹麦		Viby
维沃	丹麦		Vive
维泽拜克	丹麦		Videbæk
维滕	丹麦		Vitten
维瑟	丹麦		Vigsø
维维尔	丹麦		Vivild
罗厄莱厄	丹麦		Rågeleje
罗姆斯岛	丹麦		Romsø
罗尔斯泰兹	丹麦		Rolsted
罗岛	丹麦		Rågø
罗斯基勒	丹麦		Roskilde
罗斯基勒州	丹麦		Roskilde Amtskommune
罗斯基勒湾	丹麦		Roskilde Fd.
罗斯楚普	丹麦		Rostrup
罗斯泰兹	丹麦		Råsted
罗斯穆斯	丹麦		Rosmus
罗斯莱乌	丹麦		Roslev
罗艾厄	丹麦		Roager
罗霍尔特	丹麦		Roholte
翁厄	丹麦		Vonge
翁斯拜克	丹麦		Vonsbæk
翁斯比约	丹麦		Onsbjerg
翁西尔	丹麦		Vonsild
考斯	丹麦		Kås
耶厄斯普里斯	丹麦		Jægerspris
耶因岛	丹麦		Jegindø
耶姆	丹麦		Hjerm
耶姆拜克	丹麦		Hjembæk
耶尔姆岛	丹麦		Hjelm
耶尔斯	丹麦		Jels
耶廷	丹麦		Hjerting
耶恩德鲁普	丹麦		Hjerndrup
耶斯莱乌	丹麦		Jerslev
耶普斯泰兹	丹麦		Hjerpsted
耶比约	丹麦		Jebjerg
耶灵	丹麦		Jelling
耶鲁普	丹麦		Jerup
肯	丹麦		Køng
胡姆勒拜克	丹麦		Humlebæk
胡姆卢姆	丹麦		Humlum
胡尔西	丹麦		Hulsig
胡苏姆	丹麦		Husum
胡讷	丹麦		Hune
胡鲁普	丹麦		Hurup
腓特列西亚	丹麦		Fredericia
腓特烈堡	丹麦		Frederiksborg
腓特烈堡州	丹麦		Frederiksborg Amtskommune
腓特烈斯	丹麦		Frederiks
腓特烈斯贝	丹麦		Frederiksberg
腓特烈斯霍布	丹麦		Frederikshåb
腓特烈斯韦克	丹麦		Frederiksvœrk
腓特烈松	丹麦		Frederikssund
腓特烈港	丹麦		Frederikshavn
艾伯尔岛	丹麦		Æbelø
艾勒斯克宾	丹麦		Ærøskøbing
艾厄岛	丹麦		Agerø
艾厄德鲁普	丹麦		Agedrup
艾厄斯泰兹	丹麦		Agersted
艾厄斯考	丹麦		Agerskov
艾厄斯莱乌	丹麦		Ejerslev
艾厄比约	丹麦		Egebjerg
艾厄瑟	丹麦		Agersø
艾厄耶	丹麦		Egøje
艾厄航标山	丹麦		Ejer Bavnehøj
艾厄角	丹麦		Agernæs
艾尔岛	丹麦		Ærø
艾岛	丹麦		Egholm
艾恩	丹麦		Egen
艾恩斯	丹麦		Egens
艾恩松	丹麦		Egernsund
艾恩瑟	丹麦		Egense
艾斯楚普	丹麦		Ejstrup
艾特韦	丹麦		Egtved
艾瓦	丹麦		Egvad
艾辛	丹麦		Ejsing
芬德鲁普	丹麦		Finderup
芬斯考半岛	丹麦		Fønsskov
芬斯马克	丹麦		Fensmark
苏尔斯泰兹	丹麦		Sulsted
苏斯河	丹麦		Suså
苗尔登	丹麦		Mjolden
英斯楚普	丹麦		Ingstrup
茨伦	丹麦		Trend
茨伦河	丹麦		Trend Å
茨兰比约	丹麦		Tranbierg
茨勒斯楚普科鲁普	丹麦		Trøstrup Korup
茨温斯楚普	丹麦		Tvingstrup
茨维斯	丹麦		Tvis
茨罗尔海泽	丹麦		Troldhede
茨罗恩瑟	丹麦		Troense
茨雷勒半岛	丹麦		Trelde Næs
茨韦	丹麦		Tved
茨韦斯泰兹	丹麦		Tversted
茨韦泽	丹麦		Tvede
荷尔斯泰因堡	丹麦		Holsteinborg
莫乌	丹麦		Mou
莫勒鲁普	丹麦		Mollerup
莫尔斯山	丹麦		Mols Bjerge
莫斯勒	丹麦		Mårslet
莫斯岛	丹麦		Mors
莫斯比约	丹麦		Mosbjerg
莫斯湖	丹麦		Mossø
莫比约	丹麦		Måbjerg
莫鲁	丹麦		Morud
莫鲁姆	丹麦		Mårum
莱	丹麦		Lee
莱乌灵	丹麦		Levring
莱堡	丹麦		Læborg
莱姆	丹麦		Lem
莱姆维	丹麦		Lemvig
莱文	丹麦		Laven
莱斯岛	丹麦		Læsø
莱斯岛海峡	丹麦		Læsø Rende
莱明	丹麦		Lemming
莱比	丹麦		Leby
莱比约	丹麦		Lerbjerg
莱灵厄	丹麦		Lellinge
莱科尔克	丹麦		Lakolk
莱肯费尔德河	丹麦		Lerkenfeld Å
菲尔岛	丹麦		Filsø
菲尔斯考	丹麦		Filskov
菲廷	丹麦		Fitting
菲斯克拜克	丹麦		Fiskbæk
菲耶勒	丹麦		Fjelde
菲耶勒鲁普	丹麦		Fjellerup
菲耶尔斯楚普	丹麦		Fjelstrup
菲耶尔斯泰兹	丹麦		Fjelsted
菲耶里茨莱乌	丹麦		Fjerritslev
菲英岛	丹麦		Fyn
菲英州	丹麦		Fyn Amtskommune
菲英斯豪	丹麦		Fynshav
菲英角	丹麦		Fyns Hoved
萨克斯克宾	丹麦		Sakskøbing
萨克西尔	丹麦		Saksild
萨姆斯岛	丹麦		Samsø
萨尔	丹麦		Sall
萨尔滕长湖	丹麦		Salten Langsø
萨尔特岛	丹麦		Saltholm
萨尔特拜克潟湖	丹麦		Saltbæk Vig
萨布罗	丹麦		Sabro
萨灵海峡	丹麦		Salling Sd.
萨赫尔	丹麦		Sahl
蒙克博	丹麦		Munkebo
蒙克比约比	丹麦		Munke-Bjergby
西兰半岛	丹麦		Sjællands Odde
西兰岛	丹麦		[Zealand] Sjælland / Sjælland / Seeland
西内伯尔	丹麦		Vester Nebel
西埃厄斯堡	丹麦		Vester Egesborg
西埃厄泽	丹麦		Vester Egede
西奥比	丹麦		Vester Åby
西尼基克	丹麦		Vester Nykirke
西斯凯宁厄	丹麦		Vester Skerninge
西海辛	丹麦		Vester Hassing
西策斯莱乌	丹麦		Vester Tørslev
西索楚普	丹麦		Vester Sottrup
西耶米斯莱乌	丹麦		Vester Hjermitslev
西西兰州	丹麦		Vestsjællands Amtskommune
西阿瑟尔斯	丹麦		Vester Assels
西齐斯泰兹	丹麦		Vester Tirsted
许勒斯泰兹	丹麦		Hyllested
许尔克	丹麦		Hylke
诺	丹麦		No
诺勒松比	丹麦		Nørresundby
诺勒河	丹麦		Nørreå
诺堡	丹麦		Nordborg
诺斯	丹麦		Nors
诺比	丹麦		Nordby
诺艾厄	丹麦		Nørager
诺莱岛	丹麦		Nølcv
诺鲁普	丹麦		Norup
豪勒比约	丹麦		Havrebjerg
豪布罗	丹麦		Havbro
豪德鲁普	丹麦		Havdrup
豪斯楚普	丹麦		Håstrup
豪格	丹麦		Hauge
贝乌措夫特	丹麦		Bevtoft
贝斯泰兹	丹麦		Bedsted
贝楚普湾	丹麦		Begtrup Vig
贝泽	丹麦		Beder
贝瑟	丹麦		Besser
贡斯莱	丹麦		Gundsley
贡讷斯泰兹	丹麦		Gundersted
费姆岛	丹麦		Femø
费姆岛海峡	丹麦		Femø Sd.
费尔丁比约	丹麦		Feldingbjerg
费尔巴勒	丹麦		Feldballe
费尔斯泰兹	丹麦		Felsted
费斯莱乌	丹麦		Ferslev
费格水道	丹麦		Feggesund
费灵	丹麦		Ferring
费灵潟湖	丹麦		Ferring Sø
费里茨莱乌	丹麦		Ferritslev
费默勒	丹麦		Femmøller
赖斯比	丹麦		Rejsby
赛厄勒	丹麦		Sejerø
赛厄岛	丹麦		Sejerø
赛厄斯莱乌	丹麦		Sejerslev
赛尔弗洛	丹麦		Sejlflod
赛斯楚普	丹麦		Sejstrup
赛斯莱乌	丹麦		Særslev
赛比	丹麦		Sæby
赛泽	丹麦		Sædder
赛津	丹麦		Sædding
赫吉尔	丹麦		Høgild
赫姆	丹麦		Høm
赫尔辛厄	丹麦		Helsinge
赫尔辛格	丹麦		Helsingør
赫斯霍尔姆	丹麦		Hørsholm
赫杜姆	丹麦		Hørdum
赫比	丹麦		Hørby
赫沃	丹麦		Høve / Hørve
赫鲁普	丹麦		Hørup
赫默斯泰兹	丹麦		Hørmested
辛代尔	丹麦		Sindal
达卢姆	丹麦		Dalum
达姆斯霍尔特	丹麦		Damsholte
达姆胡斯河	丹麦		Damhus Å
