# 《国际中文教育中文水平等级标准》1-9级
# 20210324-GF 0025-2021《国际中文教育中文水平等级标准》.pdf
# https://github.com/shawkynasr/HSK-official-Query-System
# https://github.com/dawei7/new_hsk_scraping
# https://pandarin.net/new-hsk/
# http://www.davidpetersson.com/hsk-the-complete-hanban-lists-with-english-definitions/
# https://github.com/gigacool/hanyu-shuiping-kaoshi/blob/master/hsk.csv
#
# 备注，主要区别：
# - 称1（chèn）/称2（chēng）
# - 面1（脸面，方面）/面2（面条，繁体“麵、麪”）
#
# 词语	词性	拼音	序号	级别

老（老王）	前缀	lǎo (Lǎo Wáng)	840	二级
老年	名	lǎonián	841	二级
老朋友		lǎo péngyou	842	二级
老是	副	lǎo·shì	843	二级
离	动、介	lí	844	二级
离开		lí∥kāi	845	二级
礼物	名	lǐwù	846	二级
里头	名	lǐtou	847	二级
理想	名	lǐxiǎng	848	二级
例如	动	lìrú	849	二级
例子	名	lìzi	850	二级
脸	名	liǎn	851	二级
练	动	liàn	852	二级
练习	动、名	liànxí	853	二级
凉	形	liáng	854	二级
凉快	形	liángkuai	855	二级
两	量	liǎng	856	二级
亮	形、动	liàng	857	二级
辆	量	liàng	858	二级
零下		líng xià	859	二级
留	动	liú	860	二级
留下		liúxia	861	二级
留学生	名	liúxuéshēng	862	二级
流	动	liú	863	二级
流利	形	liúlì	864	二级
流行	动、形	liúxíng	865	二级
路边		lù biān	866	二级
旅客	名	lǚkè	867	二级
旅行	动	lǚxíng	868	二级
旅游	动	lǚyóu	869	二级
绿	形	lǜ	870	二级
绿色	名	lǜsè	871	二级
卖	动	mài	872	二级
满	形	mǎn	873	二级
满意	动	mǎnyì	874	二级
猫	名	māo	875	二级
米	量	mǐ	876	二级
面1	名、量	miàn	877	二级
面2	名	miàn	878	二级
面前	名	miànqián	879	二级
名	名、量	míng	880	二级
名称	名	míngchēng	881	二级
名单	名	míngdān	882	二级
明星	名	míngxīng	883	二级
目的	名	mùdì	884	二级
拿出		náchū	885	二级
拿到		nádào	886	二级
那	连	nà	887	二级
那会儿	代	nàhuìr	888	二级
那么	代	nàme	889	二级
那时候∣那时		nà shíhou∣nà shí	890	二级
那样	代	nàyàng	891	二级
南方	名	nánfāng	892	二级
难过	形	nánguò	893	二级
难看	形	nánkàn	894	二级
难受	形	nánshòu	895	二级
难题	名	nántí	896	二级
难听	形	nántīng	897	二级
能够	动	nénggòu	898	二级
年级	名	niánjí	899	二级
年轻	形	niánqīng	900	二级
鸟	名	niǎo	901	二级
弄	动	nòng	902	二级
努力	形	nǔlì	903	二级
爬	动	pá	904	二级
爬山		pá shān	905	二级
怕	动	pà	906	二级
排	名、量	pái	907	二级
排队		pái∥duì	908	二级
排球	名	páiqiú	909	二级
碰	动	pèng	910	二级
碰到		pèngdào	911	二级
碰见		pèng∥jiàn	912	二级
篇	量	piān	913	二级
便宜	形、名	piányi	914	二级
片	量	piàn	915	二级
漂亮	形	piàoliang	916	二级
平	形	píng	917	二级
平安	形	píng’ān	918	二级
平常	名、形	píngcháng	919	二级
平等	形	píngděng	920	二级
平时	名	píngshí	921	二级
瓶	名、量	píng	922	二级
瓶子	名	píngzi	923	二级
普通	形	pǔtōng	924	二级
普通话	名	pǔtōnghuà	925	二级
其他	代	qítā	926	二级
其中	名	qízhōng	927	二级
骑	动	qí	928	二级
骑车		qí chē	929	二级
起飞	动	qǐfēi	930	二级
气	动、名	qì	931	二级
气温	名	qìwēn	932	二级
千	数	qiān	933	二级
千克	量	qiānkè	934	二级
前年	名	qiánnián	935	二级
墙	名	qiáng	936	二级
青年	名	qīngnián	937	二级
青少年	名	qīng-shàonián	938	二级
轻	形	qīng	939	二级
清楚	形	qīngchu	940	二级
晴	形	qíng	941	二级
晴天	名	qíngtiān	942	二级
请客		qǐng∥kè	943	二级
请求	动、名	qǐngqiú	944	二级
秋天	名	qiūtiān	945	二级
求	动	qiú	946	二级
球场	名	qiúchǎng	947	二级
球队	名	qiúduì	948	二级
球鞋	名	qiúxié	949	二级
取	动	qǔ	950	二级
取得	动	qǔdé	951	二级
全	副、形	quán	952	二级
全部	名	quánbù	953	二级
全国	名	quánguó	954	二级
全家	名	quánjiā	955	二级
全年	名	quánnián	956	二级
全身	名	quánshēn	957	二级
全体	名	quántǐ	958	二级
然后	连	ránhòu	959	二级
让	动、介	ràng	960	二级
热情	名、形	rèqíng	961	二级
人口	名	rénkǒu	962	二级
人们	名	rénmen	963	二级
人数	名	rénshù	964	二级
认为	动	rènwéi	965	二级
日报	名	rìbào	966	二级
日子	名	rìzi	967	二级
如果	连	rúguǒ	968	二级
入口	名	rùkǒu	969	二级
商量	动	shāngliang	970	二级
商人	名	shāngrén	971	二级
上周		shàng zhōu	972	二级
少数	名	shǎoshù	973	二级
少年	名	shàonián	974	二级
身边	名	shēnbiān	975	二级
什么样	代	shénmeyàng	976	二级
生	动	shēng	977	二级
生词	名	shēngcí	978	二级
生活	名、动	shēnghuó	979	二级
声音	名	shēngyīn	980	二级
省	名	shěng	981	二级
省	动	shěng	982	二级
十分	副	shífēn	983	二级
实际	名、形	shíjì	984	二级
实习	动、名	shíxí	985	二级
实现	动	shíxiàn	986	二级
实在	副	shízài	987	二级
实在	形	shízai	988	二级
食物	名	shíwù	989	二级
使用	动	shǐyòng	990	二级
市	名	shì	991	二级
市长	名	shìzhǎng	992	二级
事情	名	shìqing	993	二级
收	动	shōu	994	二级
收到		shōudào	995	二级
收入	动、名	shōurù	996	二级
手表	名	shǒubiǎo	997	二级
受到		shòudào	998	二级
舒服	形	shūfu	999	二级
熟	形	shú/shóu	1000	二级
数	动	shǔ	1001	二级
数字	名	shùzì	1002	二级
水平	名	shuǐpíng	1003	二级
顺利	形	shùnlì	1004	二级
说明	动、名	shuōmíng	1005	二级
司机	名	sījī	1006	二级
送到		sòngdào	1007	二级
送给		sòng gěi	1008	二级
算	动	suàn	1009	二级
虽然	连	suīrán	1010	二级
随便	形	suíbiàn	1011	二级
随时	副	suíshí	1012	二级
所以	连	suǒyǐ	1013	二级
所有	形	suǒyǒu	1014	二级
它	代	tā	1015	二级
它们	代	tāmen	1016	二级
太太	名	tàitai	1017	二级
太阳	名	tài·yáng	1018	二级
态度	名	tài·dù	1019	二级
讨论	动	tǎolùn	1020	二级
套	量	tào	1021	二级
特别	形、副	tèbié	1022	二级
特点	名	tèdiǎn	1023	二级
疼	动	téng	1024	二级
提	动	tí	1025	二级
提出		tíchū	1026	二级
提到		tídào	1027	二级
提高		tí∥gāo	1028	二级
题	名	tí	1029	二级
体育	名	tǐyù	1030	二级
体育场	名	tǐyùchǎng	1031	二级
体育馆	名	tǐyùguǎn	1032	二级
天上	名	tiānshàng	1033	二级
条	量	tiáo	1034	二级
条件	名	tiáojiàn	1035	二级
听讲		tīng∥jiǎng	1036	二级
听说	动	tīngshuō	1037	二级
停	动	tíng	1038	二级
停车		tíng∥chē	1039	二级
停车场	名	tíngchēchǎng	1040	二级
挺	副	tǐng	1041	二级
挺好		tǐng hǎo	1042	二级
通	动、形	tōng	1043	二级
通过	介、动	tōngguò	1044	二级
通知	动、名	tōngzhī	1045	二级
同时	连、名	tóngshí	1046	二级
同事	名	tóngshì	1047	二级
同样	形、连	tóngyàng	1048	二级
头	名、量	tóu	1049	二级
头（里头）	后缀	tou (lǐtou)	1050	二级
头发	名	tóufa	1051	二级
图片	名	túpiàn	1052	二级
推	动	tuī	1053	二级
腿	名	tuǐ	1054	二级
外地	名	wàidì	1055	二级
外卖	名、动	wàimài	1056	二级
完	动	wán	1057	二级
完成		wán∥chéng	1058	二级
完全	形、副	wánquán	1059	二级
晚安	动	wǎn’ān	1060	二级
晚报	名	wǎnbào	1061	二级
晚餐	名	wǎncān	1062	二级
晚会	名	wǎnhuì	1063	二级
碗	名	wǎn	1064	二级
万	数	wàn	1065	二级
网	名	wǎng	1066	二级
网球	名	wǎngqiú	1067	二级
网站	名	wǎngzhàn	1068	二级
往	动、介	wǎng	1069	二级
为	介	wèi	1070	二级
为什么		wèi shénme	1071	二级
位	量	wèi	1072	二级
味道	名	wèi·dào	1073	二级
喂	叹	wèi	1074	二级
温度	名	wēndù	1075	二级
闻	动	wén	1076	二级
问路	动	wènlù	1077	二级
问题	名	wèntí	1078	二级
午餐	名	wǔcān	1079	二级
午睡	名、动	wǔshuì	1080	二级
西北	名	xīběi	1081	二级
西餐	名	xīcān	1082	二级
西方	名	xīfāng	1083	二级
西南	名	xīnán	1084	二级
西医	名	xīyī	1085	二级
习惯	名、动	xíguàn	1086	二级
洗衣机	名	xǐyījī	1087	二级
洗澡		xǐ∥zǎo	1088	二级
下	量	xià	1089	二级
下雪		xià xuě	1090	二级
下周		xià zhōu	1091	二级
夏天	名	xiàtiān	1092	二级
相同	形	xiāngtóng	1093	二级
相信	动	xiāngxìn	1094	二级
响	形	xiǎng	1095	二级
想到		xiǎngdào	1096	二级
想法	名	xiǎng·fǎ	1097	二级
想起		xiǎngqǐ	1098	二级
向	介、动	xiàng	1099	二级
相机	名	xiàngjī	1100	二级
像	动	xiàng	1101	二级
小（小王）	前缀	xiǎo (Xiǎo Wáng)	1102	二级
小声		xiǎo shēng	1103	二级
小时候	名	xiǎoshíhou	1104	二级
小说	名	xiǎoshuō	1105	二级
小心	形、动	xiǎoxīn	1106	二级
小组	名	xiǎozǔ	1107	二级
校园	名	xiàoyuán	1108	二级
校长	名	xiàozhǎng	1109	二级
笑话	动	xiàohua	1110	二级
笑话儿	名	xiàohuar	1111	二级
鞋	名	xié	1112	二级
心里	名	xīn·lǐ	1113	二级
心情	名	xīnqíng	1114	二级
心中	名	xīnzhōng	1115	二级
新闻	名	xīnwén	1116	二级
信	名	xìn	1117	二级
信号	名	xìnhào	1118	二级
信息	名	xìnxī	1119	二级
信心	名	xìnxīn	1120	二级
信用卡	名	xìnyòngkǎ	1121	二级
星星	名	xīngxing	1122	二级
行动	动、名	xíngdòng	1123	二级
行人	名	xíngrén	1124	二级
行为	名	xíngwéi	1125	二级
姓	名、动	xìng	1126	二级
姓名	名	xìngmíng	1127	二级
休假		xiū∥jià	1128	二级
许多	数	xǔduō	1129	二级
选	动	xuǎn	1130	二级
学期	名	xuéqī	1131	二级
雪	名	xuě	1132	二级
颜色	名	yánsè	1133	二级
眼	名、量	yǎn	1134	二级
眼睛	名	yǎnjing	1135	二级
养	动	yǎng	1136	二级
样子	名	yàngzi	1137	二级
要求	动、名	yāoqiú	1138	二级
药	名	yào	1139	二级
药店	名	yàodiàn	1140	二级
药片	名	yàopiàn	1141	二级
药水	名	yàoshuǐ	1142	二级
也许	副	yěxǔ	1143	二级
夜	名	yè	1144	二级
夜里	名	yè·lǐ	1145	二级
一部分		yí bùfen	1146	二级
一定	形、副	yídìng	1147	二级
一共	副	yígòng	1148	二级
一会儿	副	yíhuìr	1149	二级
一路平安		yílù-píng’ān	1150	二级
一路顺风		yílù-shùnfēng	1151	二级
已经	副	yǐjīng	1152	二级
以后	名	yǐhòu	1153	二级
以前	名	yǐqián	1154	二级
以上	名	yǐshàng	1155	二级
以外	名	yǐwài	1156	二级
以为	动	yǐwéi	1157	二级
以下	名	yǐxià	1158	二级
椅子	名	yǐzi	1159	二级
一般	形	yìbān	1160	二级
一点点		yì diǎndiǎn	1161	二级
一生	名	yìshēng	1162	二级
一直	副	yìzhí	1163	二级
亿	数	yì	1164	二级
意见	名	yì·jiàn	1165	二级
意思	名	yìsi	1166	二级
因为	连、介	yīn·wèi	1167	二级
阴	形	yīn	1168	二级
阴天	名	yīntiān	1169	二级
音节	名	yīnjié	1170	二级
音乐	名	yīnyuè	1171	二级
音乐会	名	yīnyuèhuì	1172	二级
银行	名	yínháng	1173	二级
银行卡	名	yínhángkǎ	1174	二级
应该	动	yīnggāi	1175	二级
英文	名	Yīngwén	1176	二级
英语	名	Yīngyǔ	1177	二级
影片	名	yǐngpiàn	1178	二级
影响	动、名	yǐngxiǎng	1179	二级
永远	副	yǒngyuǎn	1180	二级
油	名	yóu	1181	二级
游客	名	yóukè	1182	二级
友好	形	yǒuhǎo	1183	二级
有空儿	动	yǒukòngr	1184	二级
有人		yǒu rén	1185	二级
有（一）点儿	副	yǒu(yì)diǎnr	1186	二级
有意思		yǒu yìsi	1187	二级
又	副	yòu	1188	二级
鱼	名	yú	1189	二级
语言	名	yǔyán	1190	二级
原来	形、副	yuánlái	1191	二级
原因	名	yuányīn	1192	二级
院	名	yuàn	1193	二级
院长	名	yuànzhǎng	1194	二级
院子	名	yuànzi	1195	二级
愿意	动	yuànyì	1196	二级
月份	名	yuèfèn	1197	二级
月亮	名	yuèliang	1198	二级
越	副	yuè	1199	二级
越来越		yuè lái yuè	1200	二级
云	名	yún	1201	二级
运动	动、名	yùndòng	1202	二级
咱	代	zán	1203	二级
咱们	代	zánmen	1204	二级
脏	形	zāng	1205	二级
早餐	名	zǎocān	1206	二级
早晨	名	zǎochen	1207	二级
早就		zǎo jiù	1208	二级
怎么办		zěnme bàn	1209	二级
怎么样	代	zěnmeyàng	1210	二级
怎样	代	zěnyàng	1211	二级
占	动	zhàn	1212	二级
站	动	zhàn	1213	二级
站住		zhàn∥zhù	1214	二级
长	形	cháng	1215	二级
长大		zhǎngdà	1216	二级
找出		zhǎochū	1217	二级
照顾	动	zhàogù	1218	二级
照片	名	zhàopiàn	1219	二级
照相		zhào∥xiàng	1220	二级
这么	代	zhème	1221	二级
这时候∣这时		zhè shíhou∣zhè shí	1222	二级
这样	代	zhèyàng	1223	二级
真正	形	zhēnzhèng	1224	二级
正常	形	zhèngcháng	1225	二级
正好	形、副	zhènghǎo	1226	二级
正确	形	zhèngquè	1227	二级
正是	动	zhèngshì	1228	二级
直接	形	zhíjiē	1229	二级
只	副	zhǐ	1230	二级
只能		zhǐ néng	1231	二级
只要	连	zhǐyào	1232	二级
纸	名	zhǐ	1233	二级
中餐	名	zhōngcān	1234	二级
中级	形	zhōngjí	1235	二级
中年	名	zhōngnián	1236	二级
中小学		zhōng-xiǎoxué	1237	二级
中心	名	zhōngxīn	1238	二级
中医	名	zhōngyī	1239	二级
重点	名、副	zhòngdiǎn	1240	二级
重视	动	zhòngshì	1241	二级
周	量	zhōu	1242	二级
周末	名	zhōumò	1243	二级
周年	名	zhōunián	1244	二级
主人	名	zhǔ·rén	1245	二级
主要	形	zhǔyào	1246	二级
住房	名	zhùfáng	1247	二级
住院		zhù∥yuàn	1248	二级
装	动	zhuāng	1249	二级
准确	形	zhǔnquè	1250	二级
自己	代	zìjǐ	1251	二级
自行车	名	zìxíngchē	1252	二级
自由	名、形	zìyóu	1253	二级
字典	名	zìdiǎn	1254	二级
走过		zǒuguò	1255	二级
走进		zǒujìn	1256	二级
走开		zǒukāi	1257	二级
租	动	zū	1258	二级
组	动、名	zǔ	1259	二级
组成	动	zǔchéng	1260	二级
组长	名	zǔzhǎng	1261	二级
嘴	名	zuǐ	1262	二级
最近	名	zuìjìn	1263	二级
作家	名	zuòjiā	1264	二级
作文	名	zuòwén	1265	二级
作业	名	zuòyè	1266	二级
作用	名	zuòyòng	1267	二级
座	量	zuò	1268	二级
座位	名	zuò·wèi	1269	二级
做到		zuòdào	1270	二级
做法	名	zuò·fǎ	1271	二级
做饭		zuò∥fàn	1272	二级
爱心	名	àixīn	1273	三级
安排	动、名	ānpái	1274	三级
安装	动	ānzhuāng	1275	三级
按	动、介	àn	1276	三级
按照	介	ànzhào	1277	三级
把	介	bǎ	1278	三级
把	量	bǎ	1279	三级
把握	动、名	bǎwò	1280	三级
白	副	bái	1281	三级
白菜	名	báicài	1282	三级
班级	名	bānjí	1283	三级
搬	动	bān	1284	三级
搬家		bān∥jiā	1285	三级
板	名	bǎn	1286	三级
办理	动	bànlǐ	1287	三级
保	动	bǎo	1288	三级
保安	名	bǎo’ān	1289	三级
保持	动	bǎochí	1290	三级
保存	动	bǎocún	1291	三级
保护	动	bǎohù	1292	三级
保留	动	bǎoliú	1293	三级
保险	形、名	bǎoxiǎn	1294	三级
保证	动、名	bǎozhèng	1295	三级
报	名	bào	1296	三级
报到		bào∥dào	1297	三级
报道	动、名	bàodào	1298	三级
报告	动、名	bàogào	1299	三级
背	动	bēi	1300	三级
北部	名	běibù	1301	三级
背	名	bèi	1302	三级
背后	名	bèihòu	1303	三级
被	介	bèi	1304	三级
被子	名	bèizi	1305	三级
本来	形、副	běnlái	1306	三级
本领	名	běnlǐng	1307	三级
本事	名	běnshi	1308	三级
比较	副、动	bǐjiào	1309	三级
比例	名	bǐlì	1310	三级
比赛	动、名	bǐsài	1311	三级
必然	形	bìrán	1312	三级
必要	形、名	bìyào	1313	三级
变化	动、名	biànhuà	1314	三级
变为		biànwéi	1315	三级
标题	名	biāotí	1316	三级
标准	名、形	biāozhǔn	1317	三级
表达	动	biǎodá	1318	三级
表格	名	biǎogé	1319	三级
表面	名	biǎomiàn	1320	三级
表明	动	biǎomíng	1321	三级
表现	动、名	biǎoxiàn	1322	三级
表演	动、名	biǎoyǎn	1323	三级
并	副、连	bìng	1324	三级
并且	连	bìngqiě	1325	三级
播出		bōchū	1326	三级
播放	动	bōfàng	1327	三级
不必	副	búbì	1328	三级
不断	动、副	búduàn	1329	三级
不论	连	búlùn	1330	三级
补	动	bǔ	1331	三级
补充	动、名	bǔchōng	1332	三级
不安	形	bù’ān	1333	三级
不得不		bùdébù	1334	三级
不光	副、连	bùguāng	1335	三级
不仅	连	bùjǐn	1336	三级
布	名	bù	1337	三级
步	名、量	bù	1338	三级
部	名、量	bù	1339	三级
部门	名	bùmén	1340	三级
部长	名	bùzhǎng	1341	三级
才能	名	cáinéng	1342	三级
采取	动	cǎiqǔ	1343	三级
采用	动	cǎiyòng	1344	三级
彩色	名	cǎisè	1345	三级
曾经	副	céngjīng	1346	三级
产生	动	chǎnshēng	1347	三级
长城	名	Chángchéng	1348	三级
长处	名	chángchù	1349	三级
长期	名	chángqī	1350	三级
厂	名	chǎng	1351	三级
场合	名	chǎnghé	1352	三级
场所	名	chǎngsuǒ	1353	三级
超级	形	chāojí	1354	三级
朝	介、动	cháo	1355	三级
吵	形、动	chǎo	1356	三级
吵架		chǎo∥jià	1357	三级
衬衫	名	chènshān	1358	三级
衬衣	名	chènyī	1359	三级
称为		chēngwéi	1360	三级
成功	动、形	chénggōng	1361	三级
成果	名	chéngguǒ	1362	三级
成就	名、动	chéngjiù	1363	三级
成立	动	chénglì	1364	三级
成熟	形	chéngshú	1365	三级
成员	名	chéngyuán	1366	三级
成长	动	chéngzhǎng	1367	三级
城	名	chéng	1368	三级
城市	名	chéngshì	1369	三级
程度	名	chéngdù	1370	三级
持续	动	chíxù	1371	三级
充满	动	chōngmǎn	1372	三级
重	副	chóng	1373	三级
初	副	chū	1374	三级
初（初一）	前缀	chū (chūyī)	1375	三级
初步	形	chūbù	1376	三级
初级	形	chūjí	1377	三级
初中	名	chūzhōng	1378	三级
除了	介	chúle	1379	三级
处理	动、名	chǔlǐ	1380	三级
传	动	chuán	1381	三级
传播	动	chuánbō	1382	三级
传来		chuánlái	1383	三级
传说	动、名	chuánshuō	1384	三级
创新	动、名	chuàngxīn	1385	三级
创业	动	chuàngyè	1386	三级
创造	动、名	chuàngzào	1387	三级
创作	动、名	chuàngzuò	1388	三级
从来	副	cónglái	1389	三级
从前	名	cóngqián	1390	三级
从事	动	cóngshì	1391	三级
村	名	cūn	1392	三级
存	动	cún	1393	三级
存在	动	cúnzài	1394	三级
错误	形、名	cuòwù	1395	三级
达到		dá∥dào	1396	三级
打破		dǎ∥pò	1397	三级
打听	动	dǎting	1398	三级
大概	形、副	dàgài	1399	三级
大使馆	名	dàshǐguǎn	1400	三级
大约	副	dàyuē	1401	三级
大夫	名	dàifu	1402	三级
代	动、名	dài	1403	三级
代表	名、动	dàibiǎo	1404	三级
代表团	名	dàibiǎotuán	1405	三级
带动	动	dàidòng	1406	三级
带领	动	dàilǐng	1407	三级
单元	名	dānyuán	1408	三级
当初	名	dāngchū	1409	三级
当地	名	dāngdì	1410	三级
当然	形、副	dāngrán	1411	三级
当中	名	dāngzhōng	1412	三级
刀	名	dāo	1413	三级
导演	动、名	dǎoyǎn	1414	三级
到达	动	dàodá	1415	三级
到底	副	dàodǐ	1416	三级
得分	动、名	défēn	1417	三级
等待	动	děngdài	1418	三级
底下	名	dǐxia	1419	三级
地区	名	dìqū	1420	三级
电视剧	名	diànshìjù	1421	三级
电视台	名	diànshìtái	1422	三级
电台	名	diàntái	1423	三级
电子邮件		diànzǐ yóujiàn	1424	三级
调	动	diào	1425	三级
调查	动、名	diàochá	1426	三级
订	动	dìng	1427	三级
定期	动、形	dìngqī	1428	三级
东部	名	dōngbù	1429	三级
动力	名	dònglì	1430	三级
动人	形	dòngrén	1431	三级
读者	名	dúzhě	1432	三级
短处	名	duǎnchù	1433	三级
短裤	名	duǎnkù	1434	三级
短期	名	duǎnqī	1435	三级
断	动	duàn	1436	三级
队员	名	duìyuán	1437	三级
对待	动	duìdài	1438	三级
对方	名	duìfāng	1439	三级
对手	名	duìshǒu	1440	三级
对象	名	duìxiàng	1441	三级
顿	量	dùn	1442	三级
发表	动	fābiǎo	1443	三级
发出	动	fāchū	1444	三级
发达	形	fādá	1445	三级
发动	动	fādòng	1446	三级
发明	动、名	fāmíng	1447	三级
发生	动	fāshēng	1448	三级
发送	动	fāsòng	1449	三级
发言	动、名	fāyán	1450	三级
发展	动、名	fāzhǎn	1451	三级
反对	动	fǎnduì	1452	三级
反复	副、名	fǎnfù	1453	三级
反应	动、名	fǎnyìng	1454	三级
反正	副	fǎn·zhèng	1455	三级
范围	名	fànwéi	1456	三级
方式	名	fāngshì	1457	三级
防	动	fáng	1458	三级
防止	动	fángzhǐ	1459	三级
房东	名	fángdōng	1460	三级
房屋	名	fángwū	1461	三级
房租	名	fángzū	1462	三级
访问	动	fǎngwèn	1463	三级
放到		fàngdào	1464	三级
飞行	动	fēixíng	1465	三级
费	动、名	fèi	1466	三级
费用	名	fèiyong	1467	三级
分别	动、副	fēnbié	1468	三级
分配	动	fēnpèi	1469	三级
分组		fēn zǔ	1470	三级
丰富	形	fēngfù	1471	三级
